"affy_hg_u133_plus_2","ensembl_gene_id","gene_biotype","external_gene_name","p_value"
"211107_s_at","ENSG00000105146","protein_coding","AURKC",NA
"212670_at","ENSG00000049540","protein_coding","ELN",NA
"212236_x_at","ENSG00000128422","protein_coding","KRT17",NA
"210739_x_at","ENSG00000080493","protein_coding","SLC4A4",NA
"211494_s_at","ENSG00000080493","protein_coding","SLC4A4",NA
"210738_s_at","ENSG00000080493","protein_coding","SLC4A4",NA
"211899_s_at","ENSG00000076604","protein_coding","TRAF4",NA
"213877_x_at","ENSG00000103363","protein_coding","ELOB",NA
"213201_s_at","ENSG00000105048","protein_coding","TNNT1",NA
"210716_s_at","ENSG00000130779","protein_coding","CLIP1",NA
"211434_s_at","ENSG00000121797","protein_coding","CCRL2",NA
"212433_x_at","ENSG00000140988","protein_coding","RPS2",NA
"212433_x_at","ENSG00000207405","snoRNA","SNORA64",NA
"212433_x_at","ENSG00000255513","transcribed_processed_pseudogene","",NA
"209820_s_at","ENSG00000183751","protein_coding","TBL3",NA
"210073_at","ENSG00000111728","protein_coding","ST8SIA1",NA
"213715_s_at","ENSG00000186994","protein_coding","KANK3",NA
"212473_s_at","ENSG00000133816","protein_coding","MICAL2",NA
"212472_at","ENSG00000133816","protein_coding","MICAL2",NA
"209621_s_at","ENSG00000154553","protein_coding","PDLIM3",NA
"210170_at","ENSG00000154553","protein_coding","PDLIM3",NA
"209830_s_at","ENSG00000065054","protein_coding","SLC9A3R2",NA
"210273_at","ENSG00000169851","protein_coding","PCDH7",NA
"210941_at","ENSG00000169851","protein_coding","PCDH7",NA
"209980_s_at","ENSG00000176974","protein_coding","SHMT1",NA
"212982_at","ENSG00000186908","protein_coding","ZDHHC17",NA
"209973_at","ENSG00000204498","protein_coding","NFKBIL1",NA
"210414_at","ENSG00000126500","protein_coding","FLRT1",NA
"209731_at","ENSG00000065057","protein_coding","NTHL1",NA
"210190_at","ENSG00000135604","protein_coding","STX11",NA
"211993_at","ENSG00000060237","protein_coding","WNK1",NA
"211992_at","ENSG00000060237","protein_coding","WNK1",NA
"211994_at","ENSG00000060237","protein_coding","WNK1",NA
"210156_s_at","ENSG00000120265","protein_coding","PCMT1",NA
"213271_s_at","ENSG00000083097","protein_coding","DOP1A",NA
"213267_at","ENSG00000083097","protein_coding","DOP1A",NA
"210466_s_at","ENSG00000142864","protein_coding","SERBP1",NA
"209669_s_at","ENSG00000142864","protein_coding","SERBP1",NA
"211557_x_at","ENSG00000137491","protein_coding","SLCO2B1",NA
"211709_s_at","ENSG00000105472","protein_coding","CLEC11A",NA
"210783_x_at","ENSG00000105472","protein_coding","CLEC11A",NA
"213555_at","ENSG00000013392","protein_coding","RWDD2A",NA
"213913_s_at","ENSG00000111490","protein_coding","TBC1D30",NA
"213912_at","ENSG00000111490","protein_coding","TBC1D30",NA
"210530_s_at","ENSG00000120798","protein_coding","NR2C1",NA
"210531_at","ENSG00000120798","protein_coding","NR2C1",NA
"212470_at","ENSG00000008294","protein_coding","SPAG9",NA
"212468_at","ENSG00000008294","protein_coding","SPAG9",NA
"212350_at","ENSG00000065882","protein_coding","TBC1D1",NA
"213070_at","ENSG00000011405","protein_coding","PIK3C2A",NA
"211554_s_at","ENSG00000120868","protein_coding","APAF1",NA
"211553_x_at","ENSG00000120868","protein_coding","APAF1",NA
"212851_at","ENSG00000109184","protein_coding","DCUN1D4",NA
"212853_at","ENSG00000109184","protein_coding","DCUN1D4",NA
"212855_at","ENSG00000109184","protein_coding","DCUN1D4",NA
"213270_at","ENSG00000108852","protein_coding","MPP2",NA
"213038_at","ENSG00000116514","protein_coding","RNF19B",NA
"210891_s_at","ENSG00000263001","protein_coding","GTF2I",NA
"210892_s_at","ENSG00000263001","protein_coding","GTF2I",NA
"211752_s_at","ENSG00000115286","protein_coding","NDUFS7",NA
"212978_at","ENSG00000197147","protein_coding","LRRC8B",NA
"212976_at","ENSG00000197147","protein_coding","LRRC8B",NA
"211833_s_at","ENSG00000087088","protein_coding","BAX",NA
"210041_s_at","ENSG00000013375","protein_coding","PGM3",NA
"212972_x_at","ENSG00000163697","protein_coding","APBB2",NA
"213419_at","ENSG00000163697","protein_coding","APBB2",NA
"212970_at","ENSG00000163697","protein_coding","APBB2",NA
"212985_at","ENSG00000163697","protein_coding","APBB2",NA
"209852_x_at","ENSG00000131467","protein_coding","PSME3",NA
"209853_s_at","ENSG00000131467","protein_coding","PSME3",NA
"213798_s_at","ENSG00000131236","protein_coding","CAP1",NA
"211920_at","ENSG00000243649","protein_coding","CFB",NA
"212076_at","ENSG00000118058","protein_coding","KMT2A",NA
"212079_s_at","ENSG00000118058","protein_coding","KMT2A",NA
"212078_s_at","ENSG00000118058","protein_coding","KMT2A",NA
"212080_at","ENSG00000118058","protein_coding","KMT2A",NA
"209552_at","ENSG00000125618","protein_coding","PAX8",NA
"213917_at","ENSG00000125618","protein_coding","PAX8",NA
"210515_at","ENSG00000135100","protein_coding","HNF1A",NA
"212408_at","ENSG00000143337","protein_coding","TOR1AIP1",NA
"212409_s_at","ENSG00000143337","protein_coding","TOR1AIP1",NA
"212361_s_at","ENSG00000174437","protein_coding","ATP2A2",NA
"212362_at","ENSG00000174437","protein_coding","ATP2A2",NA
"211470_s_at","ENSG00000198203","protein_coding","SULT1C2",NA
"212792_at","ENSG00000173852","protein_coding","DPY19L1",NA
"209588_at","ENSG00000133216","protein_coding","EPHB2",NA
"210651_s_at","ENSG00000133216","protein_coding","EPHB2",NA
"209589_s_at","ENSG00000133216","protein_coding","EPHB2",NA
"211165_x_at","ENSG00000133216","protein_coding","EPHB2",NA
"209848_s_at","ENSG00000185664","protein_coding","PMEL",NA
"212747_at","ENSG00000064999","protein_coding","ANKS1A",NA
"211098_x_at","ENSG00000143183","protein_coding","TMCO1",NA
"209983_s_at","ENSG00000110076","protein_coding","NRXN2",NA
"209982_s_at","ENSG00000110076","protein_coding","NRXN2",NA
"210474_s_at","ENSG00000248333","protein_coding","CDK11B",NA
"211289_x_at","ENSG00000248333","protein_coding","CDK11B",NA
"212401_s_at","ENSG00000248333","protein_coding","CDK11B",NA
"211804_s_at","ENSG00000123374","protein_coding","CDK2",NA
"213043_s_at","ENSG00000008838","protein_coding","MED24",NA
"209549_s_at","ENSG00000114956","protein_coding","DGUOK",NA
"212484_at","ENSG00000173465","protein_coding","ZNRD2",NA
"212484_at","ENSG00000176973","protein_coding","FAM89B",NA
"213248_at","ENSG00000216775","transcribed_unprocessed_pseudogene","",NA
"211186_s_at","ENSG00000115977","protein_coding","AAK1",NA
"211728_s_at","ENSG00000214706","protein_coding","IFRD2",NA
"210648_x_at","ENSG00000112335","protein_coding","SNX3",NA
"213545_x_at","ENSG00000112335","protein_coding","SNX3",NA
"210534_s_at","ENSG00000108641","protein_coding","B9D1",NA
"210535_at","ENSG00000108641","protein_coding","B9D1",NA
"210935_s_at","ENSG00000071127","protein_coding","WDR1",NA
"210646_x_at","ENSG00000234498","processed_pseudogene","RPL13AP20",NA
"212790_x_at","ENSG00000234498","processed_pseudogene","RPL13AP20",NA
"212444_at","ENSG00000013588","protein_coding","GPRC5A",NA
"213589_s_at","ENSG00000175711","protein_coding","B3GNTL1",NA
"212753_at","ENSG00000185619","protein_coding","PCGF3",NA
"213451_x_at","ENSG00000168477","protein_coding","TNXB",NA
"211221_at","ENSG00000171148","protein_coding","TADA3",NA
"211675_s_at","ENSG00000135272","protein_coding","MDFIC",NA
"211323_s_at","ENSG00000150995","protein_coding","ITPR1",NA
"212782_x_at","ENSG00000005075","protein_coding","POLR2J",NA
"212724_at","ENSG00000115963","protein_coding","RND3",NA
"210294_at","ENSG00000231925","protein_coding","TAPBP",NA
"213801_x_at","ENSG00000288920","protein_coding","RPSAP58",NA
"211034_s_at","ENSG00000173064","protein_coding","HECTD4",NA
"210823_s_at","ENSG00000105426","protein_coding","PTPRS",NA
"212808_at","ENSG00000176953","protein_coding","NFATC2IP",NA
"212809_at","ENSG00000176953","protein_coding","NFATC2IP",NA
"212303_x_at","ENSG00000088247","protein_coding","KHSRP",NA
"211050_x_at","ENSG00000260528","lncRNA","FAM157C",NA
"212943_at","ENSG00000111731","protein_coding","C2CD5",NA
"211821_x_at","ENSG00000170180","protein_coding","GYPA",NA
"211820_x_at","ENSG00000170180","protein_coding","GYPA",NA
"212913_at","ENSG00000228727","protein_coding","SAPCD1",NA
"211771_s_at","ENSG00000028277","protein_coding","POU2F2",NA
"211660_at","ENSG00000028277","protein_coding","POU2F2",NA
"211821_x_at","ENSG00000285783","lncRNA","",NA
"211820_x_at","ENSG00000285783","lncRNA","",NA
"213237_at","ENSG00000103550","protein_coding","KNOP1",NA
"213235_at","ENSG00000103550","protein_coding","KNOP1",NA
"209780_at","ENSG00000006576","protein_coding","PHTF2",NA
"212369_at","ENSG00000126746","protein_coding","ZNF384",NA
"213392_at","ENSG00000174628","protein_coding","IQCK",NA
"212368_at","ENSG00000188994","protein_coding","ZNF292",NA
"212366_at","ENSG00000188994","protein_coding","ZNF292",NA
"213551_x_at","ENSG00000277258","protein_coding","PCGF2",NA
"211884_s_at","ENSG00000179583","protein_coding","CIITA",NA
"210925_at","ENSG00000179583","protein_coding","CIITA",NA
"211898_s_at","ENSG00000154928","protein_coding","EPHB1",NA
"210753_s_at","ENSG00000154928","protein_coding","EPHB1",NA
"210147_at","ENSG00000156219","protein_coding","ART3",NA
"212567_s_at","ENSG00000047849","protein_coding","MAP4",NA
"212566_at","ENSG00000047849","protein_coding","MAP4",NA
"211045_s_at","ENSG00000173826","protein_coding","KCNH6",NA
"211046_at","ENSG00000173826","protein_coding","KCNH6",NA
"211480_s_at","ENSG00000084453","protein_coding","SLCO1A2",NA
"211481_at","ENSG00000084453","protein_coding","SLCO1A2",NA
"209592_s_at","ENSG00000136485","protein_coding","DCAF7",NA
"213074_at","ENSG00000146247","protein_coding","PHIP",NA
"212542_s_at","ENSG00000146247","protein_coding","PHIP",NA
"213106_at","ENSG00000124406","protein_coding","ATP8A1",NA
"210192_at","ENSG00000124406","protein_coding","ATP8A1",NA
"209592_s_at","ENSG00000288894","protein_coding","",NA
"210604_at","ENSG00000134183","protein_coding","GNAT2",NA
"212906_at","ENSG00000023171","protein_coding","GRAMD1B",NA
"213761_at","ENSG00000111554","protein_coding","MDM1",NA
"209900_s_at","ENSG00000155380","protein_coding","SLC16A1",NA
"211971_s_at","ENSG00000138095","protein_coding","LRPPRC",NA
"211615_s_at","ENSG00000138095","protein_coding","LRPPRC",NA
"212693_at","ENSG00000112159","protein_coding","MDN1",NA
"209445_x_at","ENSG00000106603","protein_coding","COA1",NA
"212283_at","ENSG00000188157","protein_coding","AGRN",NA
"212285_s_at","ENSG00000188157","protein_coding","AGRN",NA
"213517_at","ENSG00000257379","lncRNA","",NA
"213264_at","ENSG00000197111","protein_coding","PCBP2",NA
"213263_s_at","ENSG00000197111","protein_coding","PCBP2",NA
"213517_at","ENSG00000197111","protein_coding","PCBP2",NA
"213416_at","ENSG00000115232","protein_coding","ITGA4",NA
"210049_at","ENSG00000117601","protein_coding","SERPINC1",NA
"212973_at","ENSG00000153574","protein_coding","RPIA",NA
"210641_at","ENSG00000135773","protein_coding","CAPN9",NA
"213205_s_at","ENSG00000164080","protein_coding","RAD54L2",NA
"212438_at","ENSG00000124380","protein_coding","SNRNP27",NA
"212440_at","ENSG00000124380","protein_coding","SNRNP27",NA
"213661_at","ENSG00000149090","protein_coding","PAMR1",NA
"212910_at","ENSG00000168286","protein_coding","THAP11",NA
"212438_at","ENSG00000059728","protein_coding","MXD1",NA
"213769_at","ENSG00000141068","protein_coding","KSR1",NA
"213767_at","ENSG00000141068","protein_coding","KSR1",NA
"213141_at","ENSG00000159792","protein_coding","PSKH1",NA
"211030_s_at","ENSG00000131389","protein_coding","SLC6A6",NA
"213522_s_at","ENSG00000141551","protein_coding","CSNK1D",NA
"213885_at","ENSG00000110171","protein_coding","TRIM3",NA
"213884_s_at","ENSG00000110171","protein_coding","TRIM3",NA
"213035_at","ENSG00000206560","protein_coding","ANKRD28",NA
"211112_at","ENSG00000124067","protein_coding","SLC12A4",NA
"209813_x_at","ENSG00000227191","TR_C_gene","TRGC2",NA
"211144_x_at","ENSG00000227191","TR_C_gene","TRGC2",NA
"209813_x_at","ENSG00000211689","TR_C_gene","TRGC1",NA
"211144_x_at","ENSG00000211689","TR_C_gene","TRGC1",NA
"209813_x_at","ENSG00000289746","protein_coding","TARP",NA
"211144_x_at","ENSG00000289746","protein_coding","TARP",NA
"210335_at","ENSG00000198774","protein_coding","RASSF9",NA
"212309_at","ENSG00000163539","protein_coding","CLASP2",NA
"212306_at","ENSG00000163539","protein_coding","CLASP2",NA
"212308_at","ENSG00000163539","protein_coding","CLASP2",NA
"211373_s_at","ENSG00000143801","protein_coding","PSEN2",NA
"212134_at","ENSG00000019144","protein_coding","PHLDB1",NA
"213971_s_at","ENSG00000264538","transcribed_unprocessed_pseudogene","SUZ12P1",NA
"209806_at","ENSG00000290032","lncRNA","",NA
"212907_at","ENSG00000170385","protein_coding","SLC30A1",NA
"210571_s_at","ENSG00000168405","transcribed_unitary_pseudogene","CMAHP",NA
"212863_x_at","ENSG00000159692","protein_coding","CTBP1",NA
"213980_s_at","ENSG00000159692","protein_coding","CTBP1",NA
"209478_at","ENSG00000169689","protein_coding","CENPX",NA
"210409_at","ENSG00000198221","lncRNA","AFDN-DT",NA
"209579_s_at","ENSG00000129071","protein_coding","MBD4",NA
"209580_s_at","ENSG00000129071","protein_coding","MBD4",NA
"213704_at","ENSG00000137955","protein_coding","RABGGTB",NA
"212960_at","ENSG00000109436","protein_coding","TBC1D9",NA
"212956_at","ENSG00000109436","protein_coding","TBC1D9",NA
"210533_at","ENSG00000057468","protein_coding","MSH4",NA
"212235_at","ENSG00000004399","protein_coding","PLXND1",NA
"211536_x_at","ENSG00000135341","protein_coding","MAP3K7",NA
"211537_x_at","ENSG00000135341","protein_coding","MAP3K7",NA
"210916_s_at","ENSG00000026508","protein_coding","CD44",NA
"209835_x_at","ENSG00000026508","protein_coding","CD44",NA
"212014_x_at","ENSG00000026508","protein_coding","CD44",NA
"212063_at","ENSG00000026508","protein_coding","CD44",NA
"213240_s_at","ENSG00000170477","protein_coding","KRT4",NA
"211903_s_at","ENSG00000117400","protein_coding","MPL",NA
"211101_x_at","ENSG00000239998","protein_coding","LILRA2",NA
"211102_s_at","ENSG00000239998","protein_coding","LILRA2",NA
"211100_x_at","ENSG00000239998","protein_coding","LILRA2",NA
"212047_s_at","ENSG00000108523","protein_coding","RNF167",NA
"210284_s_at","ENSG00000055208","protein_coding","TAB2",NA
"212184_s_at","ENSG00000055208","protein_coding","TAB2",NA
"212242_at","ENSG00000127824","protein_coding","TUBA4A",NA
"213127_s_at","ENSG00000159479","protein_coding","MED8",NA
"213126_at","ENSG00000159479","protein_coding","MED8",NA
"213696_s_at","ENSG00000159479","protein_coding","MED8",NA
"213778_x_at","ENSG00000158805","protein_coding","ZNF276",NA
"210660_at","ENSG00000104974","protein_coding","LILRA1",NA
"212360_at","ENSG00000116337","protein_coding","AMPD2",NA
"209832_s_at","ENSG00000167513","protein_coding","CDT1",NA
"211336_x_at","ENSG00000104972","protein_coding","LILRB1",NA
"213892_s_at","ENSG00000198931","protein_coding","APRT",NA
"212948_at","ENSG00000108509","protein_coding","CAMTA2",NA
"210180_s_at","ENSG00000136527","protein_coding","TRA2B",NA
"212007_at","ENSG00000144224","protein_coding","UBXN4",NA
"212008_at","ENSG00000144224","protein_coding","UBXN4",NA
"212006_at","ENSG00000144224","protein_coding","UBXN4",NA
"211104_s_at","ENSG00000137474","protein_coding","MYO7A",NA
"211103_at","ENSG00000137474","protein_coding","MYO7A",NA
"210890_x_at","ENSG00000242473","unprocessed_pseudogene","KIR2DP1",NA
"210890_x_at","ENSG00000125498","protein_coding","KIR2DL1",NA
"210714_at","ENSG00000048991","protein_coding","R3HDM1",NA
"211389_x_at","ENSG00000167633","protein_coding","KIR3DL1",NA
"211687_x_at","ENSG00000167633","protein_coding","KIR3DL1",NA
"211048_s_at","ENSG00000155660","protein_coding","PDIA4",NA
"211737_x_at","ENSG00000105894","protein_coding","PTN",NA
"209465_x_at","ENSG00000105894","protein_coding","PTN",NA
"209466_x_at","ENSG00000105894","protein_coding","PTN",NA
"212609_s_at","ENSG00000117020","protein_coding","AKT3",NA
"212607_at","ENSG00000117020","protein_coding","AKT3",NA
"211532_x_at","ENSG00000221957","protein_coding","KIR2DS4",NA
"211688_x_at","ENSG00000240403","protein_coding","KIR3DL2",NA
"209971_x_at","ENSG00000106305","protein_coding","AIMP2",NA
"211307_s_at","ENSG00000186431","protein_coding","FCAR",NA
"211816_x_at","ENSG00000186431","protein_coding","FCAR",NA
"211306_s_at","ENSG00000186431","protein_coding","FCAR",NA
"213120_at","ENSG00000280088","TEC","",NA
"210013_at","ENSG00000110169","protein_coding","HPX",NA
"210152_at","ENSG00000186818","protein_coding","LILRB4",NA
"209805_at","ENSG00000122512","protein_coding","PMS2",NA
"213926_s_at","ENSG00000173744","protein_coding","AGFG1",NA
"213185_at","ENSG00000047578","protein_coding","KATNIP",NA
"213758_at","ENSG00000131143","protein_coding","COX4I1",NA
"209663_s_at","ENSG00000135424","protein_coding","ITGA7",NA
"209881_s_at","ENSG00000213658","protein_coding","LAT",NA
"211005_at","ENSG00000213658","protein_coding","LAT",NA
"212766_s_at","ENSG00000143319","protein_coding","ISG20L2",NA
"210133_at","ENSG00000172156","protein_coding","CCL11",NA
"211095_at","ENSG00000196712","protein_coding","NF1",NA
"211094_s_at","ENSG00000196712","protein_coding","NF1",NA
"211914_x_at","ENSG00000196712","protein_coding","NF1",NA
"212676_at","ENSG00000196712","protein_coding","NF1",NA
"212678_at","ENSG00000196712","protein_coding","NF1",NA
"210631_at","ENSG00000196712","protein_coding","NF1",NA
"213053_at","ENSG00000249115","protein_coding","HAUS5",NA
"213054_at","ENSG00000249115","protein_coding","HAUS5",NA
"212782_x_at","ENSG00000285437","protein_coding","POLR2J3",NA
"212782_x_at","ENSG00000228049","protein_coding","POLR2J2",NA
"212599_at","ENSG00000158321","protein_coding","AUTS2",NA
"210181_s_at","ENSG00000157782","protein_coding","CABP1",NA
"210652_s_at","ENSG00000085831","protein_coding","TTC39A",NA
"211996_s_at","ENSG00000169246","protein_coding","NPIPB3",NA
"211790_s_at","ENSG00000288710","protein_coding","",NA
"211790_s_at","ENSG00000167548","protein_coding","KMT2D",NA
"211550_at","ENSG00000146648","protein_coding","EGFR",NA
"210984_x_at","ENSG00000146648","protein_coding","EGFR",NA
